start_s,end_s
3420.827714618169,3424.307702120324
3432.7876716658047,3438.7076504051024
3455.547589927024,3459.187576854565
3469.667539217376,3477.747510199391
3497.9074377980805,3501.6274244383153
3516.387371430213,3524.1873434178015
3541.5872809285756,3546.5072632592082
3564.1871997644084,3573.9471647129803
3574.3471632764463,3578.0271500603344
3593.0670960466587,3600.4670694707806
3624.3069838533584,3633.706950094811
3633.946949232891,3637.4669365913924
3696.2667254209045,3707.386685485261
3721.666634201,3725.2266214158476
3730.62660202264,3741.46656309257
3758.3865023271846,3766.186474314773
3782.906414267655,3787.3063984657815
3792.706379072574,3803.9863385623166
3824.4262651554327,3835.6662247888294
3858.9461411825546,3868.1861079986206
3886.6260417744065,3891.0260259725333
3896.666005717405,3918.825926133425
3947.745822272022,3954.865796701718
3981.625700597598,3987.8256783313223
4006.945609665,4011.7055925702466
4018.5055681491694,4029.7855276389128
4052.825444894558,4060.305418031374
4080.145346779291,4085.4653276733893
4102.545266333391,4107.225249525944
4131.425162615641,4137.425141067632
4143.10512066885,4146.865107165431
4159.145063063839,4161.945053008102
4180.70498563466,4184.824970838361
4203.9849020283855,4211.5448748778945
4239.2647753260935,4244.584756220192
4254.26472145607,4272.90465451359
4311.344516462679,4318.024492472562
4344.264398235936,4350.984374102166
4362.9043312934555,4367.424315060622
4374.264290495891,4378.544275124978
4391.344229155892,4408.424167815893
4435.9040691260125,4440.904051169338
4569.423589610987,4578.0235587255065
4594.663498965695,4597.703488048038
4602.9434692294435,4606.903455007757
4615.983422398437,4631.023368384761
4647.143310492444,4654.703283341953
4671.383223438487,4677.263202321438
4682.983181779004,4688.983160230994
4692.663147014882,4696.183134373384
4696.383133655117,4698.503126041487
4702.583111388841,4716.583061110154
4755.702920617135,4765.142886714934
4779.422835430672,4783.062822358214
4793.302785582945,4804.142746652876
4815.742704993392,4821.182685456531
4821.7026835890365,4824.302674251566
4844.582601419295,4848.18258849049
4862.2625379244955,4871.582504453255
4892.1824304717575,4903.3823902488075
5010.102006981555,5015.22198859392
5020.021971355513,5026.981946359823
5041.0218959374815,5045.301880566569
5050.461862035281,5056.181841492846
5072.301783600528,5079.741756880997
5095.781699275987,5100.261683186806
5105.981662644372,5117.861619979314
5131.901569556972,5136.261553898753
5141.301535798425,5147.421513819456
5162.70145894386,5171.501427340114
5197.7013332471415,5200.461323335057
5203.901310980865,5208.661293886112
5223.821239441476,5228.1812237832555
5237.9811885881745,5242.621171924381
5262.341101103258,5269.821074240073
